product_code;active;name;price;vat;unit;category;barcode;producer;currency;other_price;pkwiu;weight;gauge;priority;short_description;description;price_wholesale;price_special;manual_historical_price;manual_historical_price_wholesale;manual_historical_price_special;price_buying;stock;stock_warnlevel;package;availability;delivery;views;"images 1";"images 2";"images 3";"images 4";rank;rank_votes;seo_title;seo_description;seo_keywords;seo_url;booster;producer_code;warehouse_code;length;width;height
SK5;1;"STAR. Wiertło HSS kobal.SK  5,0 mm (10szt)";7.79;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000092990;Starfix;PLN;0.00;25.73.40.0;0.11;;0;"STAR. Wiertło HSS kobal.SK  5,0 mm (10szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";7.79;7.79;;;;0.00;100;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24449.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24450.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24451.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK7;1;"STAR. Wiertło HSS kobal.SK  7,0 mm (10szt)";15.69;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093010;Starfix;PLN;0.00;25.73.40.0;0.25;;0;"STAR. Wiertło HSS kobal.SK  7,0 mm (10szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";15.69;15.69;;;;0.00;400;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24452.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24453.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24454.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK8;1;"STAR. Wiertło HSS kobal.SK  8,0 mm (10szt)";21.17;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093027;Starfix;PLN;0.00;25.73.40.0;0.34;;0;"STAR. Wiertło HSS kobal.SK  8,0 mm (10szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";21.17;21.17;;;;0.00;115;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24455.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24456.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24457.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK9;1;"STAR. Wiertło HSS kobal.SK  9,0 mm (5szt)";26.94;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093034;Starfix;PLN;0.00;25.73.40.0;0.24;;0;"STAR. Wiertło HSS kobal.SK  9,0 mm (5szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";26.94;26.94;;;;0.00;225;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24458.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24459.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24460.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK10;1;"STAR. Wiertło HSS kobal.SK 10,0 mm (5szt)";30.94;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093041;Starfix;PLN;0.00;25.73.40.0;0.31;;0;"STAR. Wiertło HSS kobal.SK 10,0 mm (5szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";30.94;30.94;;;;0.00;5;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24461.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24462.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24463.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK11;1;"STAR. Wiertło HSS kobal.SK 11,0 mm (5szt)";36.36;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093058;Starfix;PLN;0.00;25.73.40.0;0.38;;0;"STAR. Wiertło HSS kobal.SK 11,0 mm (5szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";36.36;36.36;;;;0.00;260;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24464.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24465.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24466.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK12;1;"STAR. Wiertło HSS kobal.SK 12,0 mm (5szt)";45.27;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093065;Starfix;PLN;0.00;25.73.40.0;0.49;;0;"STAR. Wiertło HSS kobal.SK 12,0 mm (5szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";45.27;45.27;;;;0.00;110;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24467.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24468.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24469.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SK13;1;"STAR. Wiertło HSS kobal.SK 13,0 mm (5szt)";52.65;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu Kobaltowe (SK)";2900000093072;Starfix;PLN;0.00;25.73.40.0;0.56;;0;"STAR. Wiertło HSS kobal.SK 13,0 mm (5szt)";"Wiertło do metalu z domieszką SK kobaltu dla twardych i ściernych materiałów. Sprawdza się w metalach nierdzewnych.";52.65;52.65;;;;0.00;125;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24470.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24471.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24472.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SM15152;1;"STAR. Wiertło HSS podt.SM 15,0 x152";35.90;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu (SM)";5907418867636;Starfix;PLN;0.00;25.73.40.0;0.14;;0;"STAR. Wiertło HSS podt.SM 15,0 x152";"Wiertło PODTACZANE do metalu marki Starcraft.";35.90;35.90;;;;0.00;8;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24473.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24474.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SM19152;1;"STAR. Wiertło HSS podt.SM 19,0 x152";61.78;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu (SM)";5907418867674;Starfix;PLN;0.00;25.73.40.0;0.18;;0;"STAR. Wiertło HSS podt.SM 19,0 x152";"Wiertło PODTACZANE do metalu marki Starcraft.";61.78;61.78;;;;0.00;77;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24475.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24476.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SWWZ3;1;"STAR. Zestaw wiert.wielostop. SWWZ3 (3szt)";285.00;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do metalu wielostopniowe (SWW)";6935904413592;Starfix;PLN;0.00;25.73.40.0;0.5;;0;"STAR. Zestaw wiert.wielostop. SWWZ3 (3szt)";"Zestaw wierteł wielostopniowych marki Starcraft z uchwytem cylindrycznym, wykonane ze stali HSS.";285.00;285.00;;;;0.00;28;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24477.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24478.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24479.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS6110;1;"STAR. Wiertło SP SDS  6 x 110";14.09;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904405603;Starfix;PLN;0.00;25.73.40.0;0.05;;0;"STAR. Wiertło SP SDS  6 x 110";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";14.09;14.09;;;;0.00;92;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24480.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24481.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS6210;1;"STAR. Wiertło SP SDS  6 x 210";24.00;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904415459;Starfix;PLN;0.00;25.73.40.0;0.06;;0;"STAR. Wiertło SP SDS  6 x 210";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";24.00;24.00;;;;0.00;224;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24482.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24483.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS6260;1;"STAR. Wiertło SP SDS  6 x 260";29.07;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904415466;Starfix;PLN;0.00;25.73.40.0;0.07;;0;"STAR. Wiertło SP SDS  6 x 260";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";29.07;29.07;;;;0.00;266;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24484.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24485.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS8110;1;"STAR. Wiertło SP SDS  8 x 110";14.72;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904405610;Starfix;PLN;0.00;25.73.40.0;0.05;;0;"STAR. Wiertło SP SDS  8 x 110";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";14.72;14.72;;;;0.00;164;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24486.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24487.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS8160;1;"STAR. Wiertło SP SDS  8 x 160";16.99;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904405634;Starfix;PLN;0.00;25.73.40.0;0.06;;0;"STAR. Wiertło SP SDS  8 x 160";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";16.99;16.99;;;;0.00;132;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24488.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24489.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS8210;1;"STAR. Wiertło SP SDS  8 x 210";26.27;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904432821;Starfix;PLN;0.00;25.73.40.0;0.08;;0;"STAR. Wiertło SP SDS  8 x 210";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";26.27;26.27;;;;0.00;173;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24490.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24491.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS8260;1;"STAR. Wiertło SP SDS  8 x 260";32.09;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904448006;Starfix;PLN;0.00;25.73.40.0;0.08;;0;"STAR. Wiertło SP SDS  8 x 260";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";32.09;32.09;;;;0.00;186;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24492.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24493.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS10160;1;"STAR. Wiertło SP SDS 10 x 160";19.71;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904405641;Starfix;PLN;0.00;25.73.40.0;0.08;;0;"STAR. Wiertło SP SDS 10 x 160";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";19.71;19.71;;;;0.00;154;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24494.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24495.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS10210;1;"STAR. Wiertło SP SDS 10 x 210";27.91;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904432838;Starfix;PLN;0.00;25.73.40.0;0.09;;0;"STAR. Wiertło SP SDS 10 x 210";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";27.91;27.91;;;;0.00;172;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24496.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24497.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS10260;1;"STAR. Wiertło SP SDS 10 x 260";35.39;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904432845;Starfix;PLN;0.00;25.73.40.0;0.11;;0;"STAR. Wiertło SP SDS 10 x 260";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";35.39;35.39;;;;0.00;75;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24498.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24499.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS10300;1;"STAR. Wiertło SP SDS 10 x 300";48.15;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904451570;Starfix;PLN;0.00;25.73.40.0;0.13;;0;"STAR. Wiertło SP SDS 10 x 300";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";48.15;48.15;;;;0.00;86;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24500.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24501.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS12210;1;"STAR. Wiertło SP SDS 12 x 210";33.13;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904431046;Starfix;PLN;0.00;25.73.40.0;0.11;;0;"STAR. Wiertło SP SDS 12 x 210";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";33.13;33.13;;;;0.00;80;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24502.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24503.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS12260;1;"STAR. Wiertło SP SDS 12 x 260";42.43;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904432852;Starfix;PLN;0.00;25.73.40.0;0.14;;0;"STAR. Wiertło SP SDS 12 x 260";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";42.43;42.43;;;;0.00;86;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24504.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24505.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SPSDS12300;1;"STAR. Wiertło SP SDS 12 x 300";55.93;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS Pro (SPSDS)";6935904431053;Starfix;PLN;0.00;25.73.40.0;0.16;;0;"STAR. Wiertło SP SDS 12 x 300";"Wiertło SPSDS stosuje się do wiercenia otworów we<br/>wszystkich murowych materiałach budowlanych. Dzięki domieszce molibdenu posiada 2-krotnie większą żywotność niż wiertła SSDS.";55.93;55.93;;;;0.00;88;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24506.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24507.png;;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS4110;1;"STAR. Wiertło S-SDS  4 x 110";6.89;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451587;Starfix;PLN;0.00;25.73.40.0;0.03;;0;"STAR. Wiertło S-SDS  4 x 110";"STAR. Wiertło S-SDS  4 x 110";6.89;6.89;;;;0.00;172;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24508.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24509.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24510.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS5110;1;"STAR. Wiertło S-SDS  5 x 110";7.07;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451594;Starfix;PLN;0.00;25.73.40.0;0.04;;0;"STAR. Wiertło S-SDS  5 x 110";"STAR. Wiertło S-SDS  5 x 110";7.07;7.07;;;;0.00;458;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24511.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24512.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24513.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS5160;1;"STAR. Wiertło S-SDS  5 x 160";8.07;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";5907418860699;Starfix;PLN;0.00;25.73.40.0;0.04;;0;"STAR. Wiertło S-SDS  5 x 160";"STAR. Wiertło S-SDS  5 x 160";8.07;8.07;;;;0.00;174;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24514.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24515.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24516.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS6210;1;"STAR. Wiertło S-SDS  6 x 210";12.39;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451709;Starfix;PLN;0.00;25.73.40.0;0.06;;0;"STAR. Wiertło S-SDS  6 x 210";"STAR. Wiertło S-SDS  6 x 210";12.39;12.39;;;;0.00;1137;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24517.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24518.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24519.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS6260;1;"STAR. Wiertło S-SDS  6 x 260";14.72;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451785;Starfix;PLN;0.00;25.73.40.0;0.06;;0;"STAR. Wiertło S-SDS  6 x 260";"STAR. Wiertło S-SDS  6 x 260";14.72;14.72;;;;0.00;177;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24520.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24521.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24522.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS6460;1;"STAR. Wiertło S-SDS  6 x 460";21.87;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451990;Starfix;PLN;0.00;25.73.40.0;0.11;;0;"STAR. Wiertło S-SDS  6 x 460";"STAR. Wiertło S-SDS  6 x 460";21.87;21.87;;;;0.00;45;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24523.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24524.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24525.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS8160;1;"STAR. Wiertło S-SDS  8 x 160";9.98;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451655;Starfix;PLN;0.00;25.73.40.0;0.06;;0;"STAR. Wiertło S-SDS  8 x 160";"STAR. Wiertło S-SDS  8 x 160";9.98;9.98;;;;0.00;1231;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24526.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24527.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24528.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS8210;1;"STAR. Wiertło S-SDS  8 x 210";13.78;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";5907418860767;Starfix;PLN;0.00;25.73.40.0;0.07;;0;"STAR. Wiertło S-SDS  8 x 210";"STAR. Wiertło S-SDS  8 x 210";13.78;13.78;;;;0.00;1093;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24529.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24530.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24531.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS8260;1;"STAR. Wiertło S-SDS  8 x 260";15.42;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451808;Starfix;PLN;0.00;25.73.40.0;0.09;;0;"STAR. Wiertło S-SDS  8 x 260";"STAR. Wiertło S-SDS  8 x 260";15.42;15.42;;;;0.00;329;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24532.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24533.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24534.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS8300;1;"STAR. Wiertło S-SDS  8 x 300";17.14;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";6935904451891;Starfix;PLN;0.00;25.73.40.0;0.1;;0;"STAR. Wiertło S-SDS  8 x 300";"STAR. Wiertło S-SDS  8 x 300";17.14;17.14;;;;0.00;504;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24535.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24536.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24537.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
SSDS8460;0;"STAR. Wiertło S-SDS  8 x 460";23.97;23%;szt.;"WIERTŁA I OSPRZĘT DO KUCIA > STARCRAFT > Do betonu SDS (SSDS)";5907418860798;Starfix;PLN;0.00;25.73.40.0;0.15;;0;"STAR. Wiertło S-SDS  8 x 460";"STAR. Wiertło S-SDS  8 x 460";23.97;23.97;;;;0.00;0;;0;auto;;;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24538.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24539.png;https://sklep608573.shoparena.pl/console/image/resize/nowatermark/1/type/productGfx/image/24540.png;;0;0;;;;;;;;0.0000;0.0000;0.0000
